id,keyword,location,text,target,cleaned_text,text_length,word_count
5268,eyewitness,"Wilkes-Barre, PA",https://t.co/Pvel8bisjz. The latest on the investigation tonight on Eyewitness News at 11.,0,the latest on the investigation tonight on eyewitness news at,61,10
5014,epicentre,England,"Excellent report. With forward by : ""In a State where corruption lies at the epicentre of power, all our…",0,excellent report with forward by in a state where corruption lies at the epicentre of power all our,99,18
11250,wreck,"Portland, OR",Like a train wreck he's a spectacle.,0,like a train wreck hes a spectacle,34,7
8026,pandemonium,Lesotho,Alright....! Understood bruh Philly,0,alright understood bruh philly,30,4
4099,devastated,"สวนหลวง, กรุงเทพมหานคร",her nod as someone asked did she enjoy bali i’m devastated https://t.co/ySislIlpXL,0,her nod as someone asked did she enjoy bali im devastated,57,11
2377,collapsed,"Manchester, England",I collapsed shortly after tho!! 😡😡🤬,0,i collapsed shortly after tho,29,5
8018,pandemonium,,"me, a fool: boy do i hope warren and sanders camps don't tear each other apart over some small wording thing that e… https://t.co/5wTbObJLRK",0,me a fool boy do i hope warren and sanders camps dont tear each other apart over some small wording thing that e,112,23
836,bioterrorism,"Cafe Le Blanc, Yongenjaya","Ga semua. Tapi ya cult model2 Heaven's Gate, Jonestown atau Aum Shinrikyo, bisa dengan mudah terpelatuk buat… https://t.co/pByILv05fc",0,ga semua tapi ya cult model heavens gate jonestown atau aum shinrikyo bisa dengan mudah terpelatuk buat,103,17
10084,threat,,Did you all hear the Bernie-Warren story about how trump lied about protecting pre-existing conditions and the imminen…,0,did you all hear the berniewarren story about how trump lied about protecting preexisting conditions and the imminen,116,18
5482,fear,"Gold Coast, Queensland",“Green-left politicians are using the fear for political gain. The green-left media is drumming up conspiracy theories t…,0,greenleft politicians are using the fear for political gain the greenleft media is drumming up conspiracy theories t,116,18
5506,fear,,Never let the fear of what other people think stop you from being yourself. - Joubert Botha #wisdom #motivation https:…,0,never let the fear of what other people think stop you from being yourself joubert botha wisdom motivation,106,18
5508,fear,Babylon,"Every girl has that one Male Friend in her life, With whom she can share everything... Without any fear. https://t.co/N5…",0,every girl has that one male friend in her life with whom she can share everything without any fear,99,19
9409,snowstorm,Roma,I hiked to Dream Lake in Colorado the night after a big snowstorm to capture the Milky Way [OC] [1600x2000] - aryeh95 h…,0,i hiked to dream lake in colorado the night after a big snowstorm to capture the milky way oc x aryeh h,103,22
11362,wrecked,feuille d'érable,Stell wrecked ako palagi sayo. Haha. #ALABTopSpotONMYX #PUSHAwardsATIN,0,stell wrecked ako palagi sayo haha alabtopspotonmyx pushawardsatin,66,8
10845,war%20zone,"Chicago, IL",War Zone [prod. By Legacy] https://t.co/pwUCnqpkDE,0,war zone prod by legacy,23,5
3238,deaths,,Police officers like Davinder Singh who swear by this country and it's Constitution deserve a public hanging if found guilt…,0,police officers like davinder singh who swear by this country and its constitution deserve a public hanging if found guilt,122,20
10939,weapons,"Wamego, KS","Take the weapons off their heads, they will learn to tackle real fast.",0,take the weapons off their heads they will learn to tackle real fast,68,13
9403,snowstorm,"Olympia, Washington State",The great snowstorm of 2020 didn’t materialize overnight in the Olympia area as it did in other parts of Puget Soun… https://t.co/SG3DzWEviG,0,the great snowstorm of didnt materialize overnight in the olympia area as it did in other parts of puget soun,109,20
7671,nuclear%20disaster,New York,Japan is preparing for the 2020 Olympics while still facing questions about its clean-up of one of the world’s wors… https://t.co/51IvwjiZVF,0,japan is preparing for the olympics while still facing questions about its cleanup of one of the worlds wors,108,19
6,ablaze,"London, England","Several houses have been set ablaze in Ngemsibaa village, Oku sub division in the North West Region of Cameroon by… https://t.co/99uHGAzxy2",1,several houses have been set ablaze in ngemsibaa village oku sub division in the north west region of cameroon by,113,20
7944,oil%20spill,Natal/RN,"""The inadequate response to this disaster highlights the importance of establishing science-based solutions to prevent…",0,the inadequate response to this disaster highlights the importance of establishing sciencebased solutions to prevent,116,15
1956,bush%20fires,"London, England",The bush fires destruction of nature and wildlife in Australia has hit home hard with many of us we thought it only ap…,1,the bush fires destruction of nature and wildlife in australia has hit home hard with many of us we thought it only ap,118,23
5073,evacuated,,Tens of thousands were evacuated and tremors were felt in nearby villages amid an eruption of the Philippines’s second-most-ac…,1,tens of thousands were evacuated and tremors were felt in nearby villages amid an eruption of the philippiness secondmostac,123,19
9582,stretcher,"New Orleans, LA",get the stretcher ready😂!,0,get the stretcher ready,23,4
7607,natural%20disaster,Tunisia,"I hope Kim Taehyung realize that what he said meant so much to me as a Filipino, we can't truly avoid such natural disaster…",0,i hope kim taehyung realize that what he said meant so much to me as a filipino we cant truly avoid such natural disaster,121,24
93,aftershock,"Melbourne, Victoria","Aftershock Vapor 15 Pro Review – Aussie, Aussie, Aussie https://t.co/pWNq3VAr2r #PowerUpAU",0,aftershock vapor pro review aussie aussie aussie powerupau,58,8
8374,rainstorm,,*A Poem About Nature* I would vacation At a Rainforest Cafe Just a quick getaway - 3 or 4 days Sunbathe by the animatr…,0,a poem about nature i would vacation at a rainforest cafe just a quick getaway or days sunbathe by the animatr,110,21
8286,quarantine,,"Extremely valid doctor in the medbay just interrupted some dude who was hitting on her creepily with ""oh wow, the s… https://t.co/QDWvLAWzpL",0,extremely valid doctor in the medbay just interrupted some dude who was hitting on her creepily with oh wow the s,113,21
2957,damage,,Pro-Amnesty Southern Baptist Convention Is in Damage Control After Pushing Open Borders and Its Ties To Soros Are Exposed h…,0,proamnesty southern baptist convention is in damage control after pushing open borders and its ties to soros are exposed h,122,20
5770,flattened,"Dayton, Ohio","We don't deserve Tulsi. I'm extremely sorry to all my Tulsi supporter friends, this wo… https://t.co/FgFvXy0pQx",0,we dont deserve tulsi im extremely sorry to all my tulsi supporter friends this wo,82,15
6106,hailstorm,,i’m REALLY into King Princess rn!! idk if you’d consider her alt but I LOVE HER!!!! also if you like… https://t.co/2JETFBqq63,0,im really into king princess rn idk if youd consider her alt but i love her also if you like,92,20
7317,mass%20murder,,WTF are they charging him with fucking mass murder ?? his original faux charges were dropped,0,wtf are they charging him with fucking mass murder his original faux charges were dropped,89,15
3411,demolish,LAGOS,"Oyo State Governor, Seyi Makinde (), has declared that his government would not demolish any property to fa…",0,oyo state governor seyi makinde has declared that his government would not demolish any property to fa,102,17
8215,police,Haryana,"Dear Inorder to become a #Uber driver, the applicant needs to submit his/her Driving License AadharCard Ad…",0,dear inorder to become a uber driver the applicant needs to submit hisher driving license aadharcard ad,103,17
3790,desolate,"Belgrade, Republic of Serbia","Well,it was great wile it lasted!I miss old igp,he was way more interested in videos,more great games,like for… https://t.co/4TvtgscMEG",0,wellit was great wile it lastedi miss old igphe was way more interested in videosmore great gameslike for,105,18
2859,curfew,Muzafarabad,This curfew clock in front of Serena Hotel Islamabad is also clock for KP Action in Aid of Civil Power ordinance. B… https://t.co/XCbv8Ls6k0,0,this curfew clock in front of serena hotel islamabad is also clock for kp action in aid of civil power ordinance b,114,22
64,accident,,Iran Says That They Shot Down Ukraine International Flight 172 By Accident. Here is an Picture of that Aircraft in… https://t.co/COdnYq77uZ,1,iran says that they shot down ukraine international flight by accident here is an picture of that aircraft in,109,19
6637,hostages,"Dallas, TX","World! We, Iranians, are hostages of this terrorist Regime. These thugs occupied our country, Iran, around 41 yrs ago w…",0,world we iranians are hostages of this terrorist regime these thugs occupied our country iran around yrs ago w,110,19
10736,violent%20storm,"Miami, FL",Squally showers from #StormBrendan could bring strong convective gusts to affecting the portions of the #Ireland wi… https://t.co/VpDqSjlMaC,1,squally showers from stormbrendan could bring strong convective gusts to affecting the portions of the ireland wi,113,17
3900,destroy,she/her,"um...i forgot about this trailer, I'm literally in tears, do it honey boy destroy me https://t.co/fLnUlcwlpD",0,umi forgot about this trailer im literally in tears do it honey boy destroy me,78,15
4046,detonate,,gonna detonate whole thread soon 👌🏾,0,gonna detonate whole thread soon,32,5
1907,burning,Watching sakura on Drum Island,"Oh, you don't know The Man? He's everywhere. In the White House, down the hall, MISS MULLINS, she's… https://t.co/HjjP5YxlhT",0,oh you dont know the man hes everywhere in the white house down the hall miss mullins shes,90,18
